Gene ID	BioCyc ID	Gene Symbol	
79019	-	CENPM	
55964	-	SEPT3	
6523	-	SLC5A1	
387590	-	TPTEP1	
6527	-	SLC5A4	
11015	-	KDELR3	
101929829; 1565	-	-	
10521	-	DDX17	
11144	-	DMC1	
6942	-	TCF20	
150274	-	HSCB	
25776	-	CBY1	
56993	-	TOMM22	
27156	-	RSPH14	
7494	-	XBP1	
51493	-	RTCB	
9929	-	JOSD1	
25793	-	FBXO7	
9567	-	GTPBP1	
84271	-	POLDIP3	
9609	-	RAB36	
7078	-	TIMP3	
9701	-	PPP6R2	
6305	-	SBF1	
25777	-	SUN2	
1727	MetaCyc:HS02015-MONOMER	CYB5R3	
10126	-	DNAL4	
25770	-	C22orf31	
55586	-	MIOX	
91289	-	LMF2	
25807	-	RHBDD3	
11252	-	PACSIN2	
25809	-	TTLL1	
10633	-	RASL10A	
162	-	AP1B1	
10042	-	HMGXB4	
10043	-	TOM1	
4744	-	NEFH	
1120	-	CHKB	
638	-	BIK	
3162	MetaCyc:HS02027-MONOMER	HMOX1	
27349	MetaCyc:HS02028-MONOMER	MCAT	
8563	-	THOC5	
4174	-	MCM5	
164668	-	APOBEC3H	
410	-	ARSA	
706	-	TSPO	
23551	-	RASD2	
23170	-	TTLL12	
23492	-	CBX7	
5155	-	PDGFB	
49	-	ACR	
164633	-	CABP7	
6122	-	RPL3	
55954	-	ZMAT5	
23543	-	RBFOX2	
9145	-	SYNGR1	
10454	-	TAB1	
84164	-	ASCC2	
8897	MetaCyc:HS02045-MONOMER	MTMR3	
54471	-	MIEF1	
80832	-	APOL4	
150379	-	PNPLA5	
8542	-	APOL1	
80339	-	PNPLA3	
4627	-	MYH9	
8911	-	CACNA1I	
25813	-	SAMM50	
25828	-	TXN2	
80020	-	FOXRED2	
9402	-	GRAP2	
8664	-	EIF3D	
23112	-	TNRC6B	
27352	-	SGSM3	
11020	-	IFT27	
5816	-	PVALB	
23313	-	KIAA0930	
4689	-	NCF4	
1439	-	CSF2RB	
10478	-	SLC25A17	
7380	-	UPK3A	
55007	-	FAM118A	
79734	-	KCTD17	
6767	-	ST13	
3560	-	IL2RB	
9978	-	RBX1	
2033	-	EP300	
83746	-	L3MBTL2	
150356	-	CHADL	
23264	-	ZC3H7B	
84844	-	PHF5A	
50	MetaCyc:HS02077-MONOMER	ACO2	
171568	-	POLR3H	
55687	-	TRMU	
5372	-	PMM1	
27351	-	DESI1	
64781	-	CERK	
23774	-	BRD1	
9889	-	ZBED4	
23209	-	MLC1	
83933	-	HDAC10	
54207	-	KCNK10	
63874	-	ABHD4	
23351	-	KHNYN	
2287	-	FKBP3	
56948	-	SDR39U1	
1511	-	CTSG	
2999	-	GZMH	
3002	-	GZMB	
55147	-	RBM23	
10419	-	PRMT5	
1690	-	COCH	
11154	-	AP4S1	
5427	-	POLE2	
79609	-	VCPKMT	
6655	-	SOS2	
8814	-	CDKL1	
51199	-	NIN	
5836	MetaCyc:HS02099-MONOMER	PYGL	
114088	-	TRIM9	
5706	-	PSMC6	
64841	-	GNPNAT1	
80821	-	DDHD1	
1033	-	CDKN3	
10175	-	CNIH1	
10668	-	CGRRF1	
51382	MetaCyc:HS02107-MONOMER	ATP6V1D	
55195	-	C14orf105	
26499	-	PLEK2	
5283	-	PIGH	
145497	-	LRRC74A	
5684	-	PSMA3	
10490	-	VTI1B	
26520	-	TIMM9	
2954	MetaCyc:HS02114-MONOMER	GSTZ1	
9786	-	KIAA0586	
283578	-	TMED8	
161394	-	SAMD15	
10598	-	AHSA1	
23002	-	DAAM1	
145501	-	ISM2	
9517	MetaCyc:HS02117-MONOMER	SPTLC2	
79890	-	RIN3	
5641	-	LGMN	
8846	-	ALKBH1	
22938	-	SNW1	
1113	-	CHGA	
3705	MetaCyc:HS02123-MONOMER	ITPK1	
51635	-	DHRS7	
5494	-	PPM1A	
51804	-	SIX4	
57452	-	GALNT16	
51676	-	ASB2	
145508	-	CEP128	
2079	-	ERH	
3091	-	HIF1A	
9766	-	SUSD6	
6430	-	SRSF5	
6554	-	SLC10A1	
1983	-	EIF5	
5267	-	SERPINA4	
6547	-	SLC8A3	
23405	-	DICER1	
79038	-	ZFYVE21	
4522	MetaCyc:HS02138-MONOMER	MTHFD1	
8115	-	TCL1A	
79882	-	ZC3H14	
9894	-	TELO2	
22990	-	PCNX	
623	-	BDKRB1	
51527	-	GSKIP	
7443	-	VRK1	
5700	-	PSMC1	
89932	-	PAPLN	
9252	-	RPS6KA5	
55671	-	SMEK1	
60686	-	C14orf93	
5693	-	PSMB5	
7528	-	YY1	
22985	-	ACIN1	
57820	-	CCNB1IP1	
9321	-	TRIP11	
328	-	APEX1	
8106	-	PABPN1	
10278	-	EFS	
394	-	ARHGAP5	
51550	-	CINP	
10202	-	DHRS2	
6729	-	SRP54	
9362	-	CPNE6	
57680	-	CHD8	
5106	MetaCyc:HS02160-MONOMER	PCK2	
9692	-	KIAA0391	
80344	-	DCAF11	
5687	-	PSMA6	
4792	-	NFKBIA	
51016	-	EMC9	
5721	-	PSME2	
84312	-	BRMS1L	
9985	-	REC8	
10548	-	TM9SF1	
10484	-	SEC23A	
51292	-	GMPR2	
5411	-	PNN	
5875	-	RABGGTA	
4776	-	NFATC4	
5360	-	PLTP	
63935	-	PCIF1	
2937	MetaCyc:HS02174-MONOMER	GSS	
4318	-	MMP9	
30813	-	VSX1	
26133	-	TRPC4AP	
5834	MetaCyc:HS02178-MONOMER	PYGB	
26090	-	ABHD12	
10544	-	PROCR	
9837	-	GINS1	
22981	-	NINL	
958	-	CD40	
55245	-	UQCC1	
23613	-	ZMYND8	
10110	-	SGK2	
51098	-	IFT52	
4605	-	MYBL2	
140902	-	R3HDML	
3172	-	HNF4A	
57446	-	NDRG3	
84174	-	SLA2	
55969	-	C20orf24	
4773	-	NFATC2	
140730	-	RIMS4	
80336	-	PABPC1L	
6789	-	STK4	
57167	-	SALL4	
23394	-	ADNP	
5203	-	PFDN4	
55816	-	DOK5	
1477	-	CSTF1	
655	-	BMP7	
7165	-	TPD52L2	
80331	-	DNAJC5	
51497	-	NELFCD	
1522	-	CTSZ	
24148	-	PRPF6	
81027	-	TUBB1	
51012	-	SLMO2	
11255	-	HRH3	
26164	-	MTG2	
5688	-	PSMA7	
28231	-	SLCO4A1	
4923	-	NTSR1	
55257	-	MRGBP	
10732	-	TCFL5	
11083	-	DIDO1	
54994	-	GID8	
63910	-	SLC17A9	
79444	-	BIRC7	
128414	-	NKAIN4	
55738	-	ARFGAP1	
551	-	AVP	
57642	-	COL20A1	
102723788; 1137	-	-	
1917	-	EEF1A2	
5753	-	PTK6	
26205	-	GMEB2	
54976	-	C20orf27	
25876	-	SPEF1	
994	-	CDC25B	
140862	-	ISM1	
11237	-	RNF24	
10139	-	ARFRP1	
79133	-	NDUFAF5	
80343	-	SEL1L2	
57761	-	TRIB3	
9770	-	RASSF2	
1457	-	CSNK2A1	
113278	-	SLC52A3	
51378	-	ANGPT4	
343637	-	RSPO4	
8760	-	CDS2	
128674	-	PROKR2	
81502	-	HM13	
9751	-	SNPH	
85366	-	MYLK2	
10326	-	SIRPB1	
10483	-	SEC23B	
55612	-	FERMT1	
54363	-	HAO1	
5173	-	PDYN	
140706	-	CCM2L	
5332	-	PLCB4	
10398	-	MYL9	
3055	-	HCK	
9777	-	TM9SF4	
140711	-	TLDC2	
51340	-	CRNKL1	
23509	-	POFUT1	
25939	-	SAMHD1	
57144	-	PAK7	
9371	-	KIF3B	
140699	-	MROH8	
10528	-	NOP56	
63905	-	MANBAL	
3420	MetaCyc:ENSG00000101365-MONOMER	IDH3B	
22919	-	MAPRE1	
182	-	JAG1	
51654	-	CDK5RAP1	
6640	-	SNTA1	
5020	-	OXT	
9675	-	TTI1	
1869	-	E2F1	
58490	-	RPRD1B	
11264	-	PXMP4	
128866	-	CHMP4B	
671	-	BPI	
128821	-	CST9L	
140679	-	SLC32A1	
1471	-	CST3	
434	-	ASIP	
1472	-	CST4	
79913	-	ACTR5	
10406	-	WFDC2	
191	-	AHCY	
26051	-	PPP1R16B	
10816	-	SPINT3	
81610	-	FAM83D	
57119	-	EPPIN	
60625	-	DHX35	
116092	-	DNTTIP1	
84557	-	MAP1LC3A	
79953	-	SYNDIG1	
128869	-	PIGU	
7125	-	TNNC2	
10005	-	ACOT8	
57136	-	APMAP	
56853	-	CELF4	
9658	-	ZNF516	
28316	-	CDH20	
22850	-	ADNP2	
79863	-	RBFA	
9097	-	USP14	
9218	-	VAPA	
64863	-	METTL4	
9663	-	LPIN2	
23347	-	SMCHD1	
8736	-	MYOM1	
10627	-	MYL12A	
79959	-	CEP76	
29906	-	ST8SIA5	
55125	-	CEP192	
8731	MetaCyc:HS02296-MONOMER	RNMT	
4092	-	SMAD7	
9388	-	LIPG	
284217	-	LAMA1	
54941	-	RNF125	
23253	-	ANKRD12	
8715	-	NOL4	
11201	-	POLI	
57534	-	MIB1	
5932	-	RBBP8	
8780	-	RIOK3	
1478	-	CSTF2	
286436	-	H2BFM	
25878	-	MXRA5	
340547	-	VSIG1	
5716	-	PSMD10	
115201	-	ATG4A	
412	-	STS	
6907	-	TBL1X	
4935	-	GPR143	
10857	-	PGRMC1	
5422	-	POLA1	
4281	-	MID1	
79576	-	NKAP	
158800	-	RHOXF1	
55916	-	NXT2	
2986	-	GUCY2F	
23439	-	ATP1B4	
79868	-	ALG13	
5634	MetaCyc:HS02317-MONOMER	PRPS2	
51311	-	TLR8	
56180	-	MOSPD1	
9949	-	AMMECR1	
91851	-	CHRDL1	
64743	-	WDR13	
6839	-	SUV39H1	
9506	-	PAGE4	
8406	-	SRPX	
2742	-	GLRA2	
331	-	XIAP	
10735	-	STAG2	
286410	-	ATP11C	
4168	-	MCF2	
2158	-	F9	
215	-	ABCD1	
28952	-	CCDC22	
778	-	CACNA1F	
6855	-	SYP	
5355	-	PLP2	
660	-	BMX	
51213	-	LUZP4	
5358	-	PLS3	
8260	-	NAA10	
5973	-	RENBP	
2000	-	ELF4	
6594	-	SMARCA1	
55613	-	MTMR8	
140462	-	ASB9	
340554	-	ZC3H12B	
5931	-	RBBP7	
3750	-	KCND1	
5956	-	OPN1LW	
9016	-	SLC25A14	
2332	-	FMR1	
11040	-	PIM2	
10389	-	SCML2	
7355	-	SLC35A2	
10084	-	PQBP1	
6247	-	RS1	
27344	-	PCSK1N	
2010	-	EMD	
6901	-	TAZ	
282808	-	RAB40AL	
5230	MetaCyc:HS02359-MONOMER	PGK1	
2623	-	GATA1	
84061	-	MAGT1	
6611	MetaCyc:HS02362-MONOMER	SMS	
5251	-	PHEX	
8266	-	UBL4A	
83692	-	CD99L2	
8411	-	EEA1	
9248	-	GPR50	
6102	-	RP2	
9767	-	JADE3	
5127	-	CDK16	
8237	-	USP11	
9468	-	PCYT1B	
680	-	BRS3	
27336	-	HTATSF1	
51442	-	VGLL1	
959	-	CD40LG	
7076	-	TIMP1	
56062	-	KLHL4	
2564	-	GABRE	
27328	-	PCDH11X	
2245	-	FGD1	
5303	-	PIN4	
64840	-	PORCN	
347365	-	ITIH6	
10916	-	MAGED2	
5935	-	RBM3	
11279	-	KLF8	
27286	-	SRPX2	
94121	-	SYTL4	
158866	-	ZDHHC15	
2491	-	CENPI	
1821	-	DRP2	
54457	-	TAF7L	
51260	-	PBDC1	
2717	MetaCyc:HS02389-MONOMER	GLA	
51566	-	ARMCX3	
56271	-	BEX4	
80183	-	KIAA0226L	
259232	-	NALCN	
2259	-	FGF14	
3356	-	HTR2A	
54602	-	NDFIP2	
10673	-	TNFSF13B	
22862	-	FNDC3A	
2862	-	MLNR	
81602	-	CDADC1	
81617	-	CAB39L	
688	-	KLF5	
8428	-	STK24	
54	-	ACP5	
5611	-	DNAJC3	
55757	-	UGGT2	
8874	-	ARHGEF7	
2254	-	FGF9	
6445	-	SGCG	
143	-	PARP4	
55578	-	SUPT20H	
10240	-	MRPS31	
10166	-	SLC25A15	
3839	-	KPNA3	
2321	-	FLT1	
28984	-	RGCC	
23078	-	VWA8	
160851	-	DGKH	
84056	-	KATNAL1	
26512	-	INTS6	
730249	MetaCyc:ENSG00000102794-MONOMER	IRG1	
79758	-	DHRS12	
84935	-	MEDAG	
8848	-	TSC22D1	
1203	-	CLN5	
10562	-	OLFM4	
10232	-	MSLN	
23295	-	MGRN1	
23361	-	ZNF629	
8717	-	TRADD	
3299	-	HSF4	
11151	-	CORO1A	
5595	-	MAPK3	
79153	-	GDPD3	
79767	-	ELMO3	
84560	-	MT4	
5257	MetaCyc:HS02424-MONOMER	PHKB	
57149	-	LYRM1	
10204	-	NUTF2	
9688	-	NUP93	
80152	-	CENPT	
55815	-	TSNAXIP1	
10725	-	NFAT5	
83752	-	LONP2	
9683	-	N4BP1	
869	-	CBLN1	
23568	-	ARL2BP	
51090	-	PLLP	
23090	-	ZNF423	
6367	-	CCL22	
1723	-	DHODH	
6361	-	CCL17	
10664	-	CTCF	
65057	-	ACD	
5432	-	POLR2C	
50855	-	PARD6A	
55565	-	ZNF821	
4324	-	MMP15	
79650	-	USB1	
80777	-	CYB5B	
29070	-	CCDC113	
221191	-	PRSS54	
4832	-	NME3	
65009	-	NDRG4	
5713	-	PSMD7	
79918	-	SETD6	
55238	-	SLC38A7	
55697	MetaCyc:ENSG00000103043-MONOMER	VAC14	
3038	-	HAS3	
79613	-	TANGO6	
25839	-	COG4	
55512	-	SMPD3	
84138	-	SLC7A6OS	
9057	MetaCyc:ENSG00000103064-MONOMER	SLC7A6	
23659	-	PLA2G15	
80004	-	ESRP2	
79152	MetaCyc:ENSG00000103089-MONOMER	FA2H	
79726	-	WDR59	
22879	-	MON1B	
56942	-	CMC2	
8312	-	AXIN1	
54985	-	HCFC1R1	
8131	-	NPRL3	
23417	-	MLYCD	
4350	-	MPG	
54550	-	NECAB2	
83693	-	HSDL1	
9013	-	TAF1C	
51172	-	NAGPA	
58189	-	WFDC1	
9717	-	SEC14L5	
23406	-	COTL1	
9100	-	USP10	
83716	-	CRISPLD2	
7249	-	TSC2	
26048	-	ZNF500	
4833	-	NME4	
4363	-	ABCC1	
408050	-	NOMO3	
64788	-	LMF1	
2294	-	FOXF1	
64428	-	NARFL	
64779	-	MTHFSD	
1186	-	CLCN7	
84264	-	HAGHL	
65990	-	FAM173A	
8140	MetaCyc:ENSG00000103257-MONOMER	SLC7A5	
79006	-	METRN	
79791	-	FBXO31	
10273	-	STUB1	
9028	-	RHBDL1	
4682	-	NUBP1	
7329	-	UBE2I	
7783	-	ZP2	
4210	-	MEFV	
1428	-	CRYM	
101930123; 29904	-	-	
6650	-	CAPN15	
9780	-	PIEZO1	
2935	-	GSPT1	
7727	-	ZNF174	
23059	-	CLUAP1	
56061	-	UBFD1	
260429	-	PRSS33	
124454	-	EARS2	
6923	-	TCEB2	
23062	-	GGA2	
343	-	AQP8	
55313	-	CPPED1	
57478	-	USP31	
3163	-	HMOX2	
9093	-	DNAJA3	
100529144	-	CORO7-PAM16	
51283	-	BFAR	
6299	-	SALL1	
27324	-	TOX3	
5934	-	RBL2	
101929880; 23475	-	-	
64131	MetaCyc:HS02509-MONOMER	XYLT1	
29108	-	PYCARD	
23322	-	RPGRIP1L	
4150	-	MAZ	
6810	-	STX4	
10423	MetaCyc:HS02513-MONOMER	CDIPT	
10295	-	BCKDK	
84148	-	KAT8	
23420	-	NOMO1	
50615	-	IL21R	
51760	-	SYT17	
79838	-	TMC5	
9738	-	CCP110	
57020	-	C16orf62	
6530	-	SLC6A2	
9810	-	RNF40	
400506	-	KNOP1	
366	-	AQP9	
79719	-	AAGAB	
64799	-	IQCH	
114294	-	LACTB	
10391	-	CORO2B	
1445	-	CSK	
8925	-	HERC1	
9325	-	TRIP4	
123263	-	MTFMT	
51285	-	RASL12	
8120	-	AP3B2	
23205	MetaCyc:HS02532-MONOMER	ACSBG1	
57722	-	IGDCC4	
8766	-	RAB11A	
1512	-	CTSH	
64927	-	TTC23	
80381	-	CD276	
2184	MetaCyc:HS02536-MONOMER	FAH	
57214	-	CEMIP	
26015	-	RPAP1	
9455	-	HOMER2	
30844	-	EHD4	
25963	-	TMEM87A	
64397	-	ZNF106	
22995	-	CEP152	
79895	-	ATP8B4	
4948	-	OCA2	
9333	-	TGM5	
23359	-	FAM189A1	
55056; 2553	-	-	
7082	-	TJP1	
90427	-	BMF	
23312	-	DMXL2	
29106	-	SCG3	
55192	-	DNAJC17	
8669	-	EIF3J	
80208	-	SPG11	
171177	-	RHOV	
57617	-	VPS18	
11339	-	OIP5	
7782	-	SLC30A4	
26258	-	BLOC1S6	
50804	-	MYEF2	
23678	-	SGK3	
5157	-	PDGFRL	
79848	-	CSPP1	
51201	-	ZDHHC2	
55290	-	BRF2	
23087	-	TRIM35	
79752	-	ZFAND1	
6101	-	RP1	
760	-	CA2	
7976	-	FZD3	
55756	-	INTS9	
8767	-	RIPK2	
2138	-	EYA1	
4683	-	NBN	
8989	-	TRPA1	
10404	-	CPQ	
1666	-	DECR1	
793	-	CALB1	
54928	MetaCyc:HS02567-MONOMER	IMPAD1	
6422	-	SFRP1	
55353	-	LAPTM4B	
55284	-	UBE2W	
10940	-	POP1	
79815	-	NIPAL2	
3551	-	IKBKB	
5327	-	PLAT	
56704	-	JPH1	
27121	-	DKK4	
6788	-	STK3	
54332	-	GDAP1	
5862	-	RAB2A	
3646	-	EIF3E	
9694	-	EMC2	
54845	-	ESRP1	
8840	-	WISP1	
10397	-	NDRG1	
51101	-	ZC2HC1A	
3574	-	IL7	
11075	-	STMN2	
55156	-	ARMC1	
7227	-	TRPS1	
6674	-	SPAG1	
54108	-	CHRAC1	
83988	-	NCALD	
64089	-	SNX16	
2765	-	GML	
51366	-	UBR5	
79792	-	GSDMD	
7264	-	TSTA3	
65263	-	PYCRL	
1936	-	EEF1D	
312	-	ANXA13	
6713	MetaCyc:HS02595-MONOMER	SQLE	
63898	-	SH2D4A	
55174	-	INTS10	
90459	-	ERI1	
23516	-	SLC39A14	
66036	-	MTMR9	
23484	-	LEPROTL1	
10671	-	DCTN6	
203069	-	R3HCC1	
2936	MetaCyc:HS02602-MONOMER	GSR	
8797	-	TNFRSF10A	
7993	-	UBXN8	
5516	-	PPP2CB	
157697	-	ERICH1	
4741	-	NEFM	
7991	-	TUSC3	
9639	-	ARHGEF10	
54758	-	KLHDC4	
2515	-	ADAM2	
54793	-	KCTD9	
2267	-	FGL1	
427	-	ASAH1	
665	-	BNIP3L	
4125	-	MAN2B1	
3783	-	KCNN4	
7288	-	TULP2	
4924	-	NUCB1	
27294	-	DHDH	
2997	MetaCyc:HS02622-MONOMER	GYS1	
11184	-	MAP4K1	
114336	-	CGB2	
1891	-	ECH1	
3191	-	HNRNPL	
4793	-	NFKBIB	
3972	-	LHB	
1082	-	CGB	
10382	-	TUBB4A	
54938	-	SARS2	
3743	-	KCNA7	
6625	-	SNRNP70	
1209	-	CLPTM1	
5971	-	RELB	
11129	-	CLASRP	
64130	-	LIN7B	
284352	-	PPP1R37	
2217	-	FCGRT	
55011	-	PIH1D1	
1158	MetaCyc:HS02640-MONOMER	CKM	
23370	-	ARHGEF18	
10848	-	PPP1R13L	
92960	-	PEX11G	
2068	-	ERCC2	
84444	-	DOT1L	
55111	-	PLEKHJ1	
57030	-	SLC17A7	
10535	-	RNASEH2A	
147700	-	KLC3	
951	-	CD37	
8175	-	SF3A2	
268	-	AMH	
27120	-	DKKL1	
4066	-	LYL1	
4946	-	OAZ1	
55621	-	TRMT1	
8677	-	STX10	
56729	-	RETN	
2208	-	FCER2	
1760	-	DMPK	
10332	-	CLEC4M	
81492	-	RSPH6A	
79735	-	TBC1D17	
259307	-	IL4I1	
79816	-	TLE6	
81576	-	CCDC130	
53635	-	PTOV1	
166	-	AES	
4858	-	NOVA2	
6449	-	SGTA	
10859	-	LILRB1	
81857	-	MED25	
11024	-	LILRA1	
6618	-	SNAPC2	
28974	-	C19orf53	
10469	-	TIMM44	
729440	-	CCDC61	
9466	-	IL27RA	
55723	-	ASF1B	
7138	-	TNNT1	
51231	-	VRK3	
26017	-	FAM32A	
22870	-	PPP6R1	
84167	-	C19orf44	
9441	-	MED26	
93145	-	OLFM2	
64926	-	RASAL3	
10270	-	AKAP8	
79852	-	EPHX3	
10994	-	ILVBL	
79744	-	ZNF419	
85360	-	SYDE1	
23581	-	CASP14	
6511	-	SLC1A6	
6795	-	AURKC	
10775	-	POP4	
898	-	CCNE1	
8725	-	URI1	
9141	-	PDCD5	
84079	-	ANKRD27	
6217	-	RPS16	
92609	-	TIMM50	
29124	-	LGALS13	
2091	-	FBL	
9149	MetaCyc:HS02690-MONOMER	DYRK1B	
1178	-	CLC	
79935	-	CNTD2	
2821	MetaCyc:HS02693-MONOMER	GPI	
208	-	AKT2	
23646	-	PLD3	
57716	-	PRX	
51588	-	PIAS4	
9253	-	NUMBL	
10148	-	EBI3	
55702	-	CCDC94	
56961	-	SHD	
1155	-	TBCB	
79187	-	FSD1	
5438	-	POLR2I	
25999	-	CLIP3	
23217	-	ZFR2	
6510	-	SLC1A5	
25865	-	PRKD2	
27134	-	TJP3	
333	-	APLP1	
58509	-	CACTIN	
26093	-	CCDC9	
11100	-	HNRNPUL1	
51343	-	FZR1	
27113	-	BBC3	
7040	-	TGFB1	
22898	-	DENND3	
55101	-	ATP5SL	
1089	-	CEACAM4	
10226	-	PLIN3	
79784	-	MYH14	
51073	-	MRPL4	
27181	-	SIGLEC8	
973	-	CD79A	
3982	-	LIM2	
3386	-	ICAM4	
6223	-	RPS19	
29997	-	GLTSCR2	
4818	-	NKG7	
7087	-	ICAM5	
2109	-	ETFB	
945	-	CD33	
1048	-	CEACAM5	
1406	-	CRX	
29086	-	BABAM1	
7297	-	TYK2	
6822	-	SULT2A1	
11140	-	CDC37	
8775	-	NAPA	
10567	-	RABAC1	
478	-	ATP1A3	
56917	-	MEIS3	
5802	-	PTPRS	
84518	-	CNFN	
148066	-	ZNRF4	
1954	-	MEGF8	
10945	-	KDELR1	
9266	-	CYTH2	
83743	-	GRWD1	
2906	-	GRIN2D	
23546	-	SYNGR4	
6320	-	CLEC11A	
93233	-	CCDC114	
22900	-	CARD8	
3978	-	LIG1	
946	-	SIGLEC6	
7728	-	ZNF175	
8605	-	PLA2G4C	
8778	-	SIGLEC5	
56344	-	CABP5	
3036	-	HAS1	
9545	-	RAB3D	
1628	-	DBP	
374882	-	TMEM205	
828	-	CAPS	
64748	-	LPPR2	
54854	-	FAM83E	
54922	-	RASIP1	
51298	-	THEG	
26291	-	FGF21	
587	-	BCAT2	
54531	-	MIER2	
57664	-	PLEKHA4	
5518	MetaCyc:ENSG00000105568-MONOMER	PPP2R1A	
30000	-	TNPO2	
51398	-	WDR83OS	
59284	-	CACNG7	
2639	-	GCDH	
10990	-	LILRB5	
10661	-	KLF1	
1777	-	DNASE2	
22983	-	MAST1	
79165	-	LENG1	
26121	-	PRPF31	
29844	-	TFPT	
3718	-	JAK3	
6142	-	RPL18A	
6528	-	SLC5A5	
3780	-	KCNN1	
27106	-	ARRDC2	
5296	MetaCyc:ENSG00000105647-MONOMER	PIK3R2	
5864	-	RAB3A	
5143; 729966	-	-	
51477	-	ISYNA1	
8178	-	ELL	
23373	-	CRTC1	
1311	-	COMP	
11045	-	UPK1A	
11316	-	COPE	
54555	-	DDX49	
2116	-	ETV2	
495	MetaCyc:HS02790-MONOMER	ATP4A	
93436	-	ARMC6	
10430	-	TMEM147	
26330	MetaCyc:HS02793-MONOMER	GAPDHS	
4099	-	MAG	
25789	-	TMEM59L	
57817	-	HAMP	
7392	-	USF2	
51599	-	LSR	
79036	-	KXD1	
23770	-	FKBP8	
57794	-	SUGP1	
3249	-	HPN	
7561	-	ZNF14	
6324	-	SCN1B	
80714	-	PBX4	
2077	-	ERF	
2931	-	GSK3A	
57130	-	ATP13A1	
64763	-	ZNF574	
2901	-	GRIK5	
23094	-	SIPA1L3	
7639	-	ZNF85	
23474	-	ETHE1	
199731	-	CADM4	
56006	-	SMG9	
23080	-	AVL9	
154661	-	RUNDC3B	
79846	-	CFAP69	
101927446; 85865	-	-	
10156; 102724229	-	-	
1021	-	CDK6	
9512	-	PMPCB	
27000	-	DNAJC2	
7980	-	TFPI2	
10282	-	BET1	
10135	-	NAMPT	
221830	-	TWISTNB	
5294	MetaCyc:HS02818-MONOMER	PIK3CG	
5446	-	PON3	
5445	-	PON2	
3696	-	ITGB8	
26959	-	HBP1	
11062	-	DUS4L	
6671	-	SP4	
29062	-	WDR91	
8701	-	DNAH11	
79872	-	CBLL1	
1749	-	DLX5	
136319; 767558	-	-	
256227	-	STEAP1B	
5764	-	PTN	
51678	-	MPP6	
1687	-	DFNA5	
50617	MetaCyc:ENSG00000105929-MONOMER	ATP6V0A4	
56829	-	ZC3HAV1	
79989	-	TTC26	
4967	MetaCyc:HS02832-MONOMER	OGDH	
64111	-	NPVF	
11033	-	ADAP1	
22797	-	TFEC	
94239	-	H2AFV	
858	-	CAV2	
857	-	CAV1	
4233	-	MET	
140545	-	RNF32	
64327	-	LMBR1	
7472	-	WNT2	
3198	-	HOXA1	
10049	-	DNAJB6	
3199	-	HOXA2	
3200	-	HOXA3	
3955	-	LFNG	
3202	-	HOXA5	
3203	-	HOXA6	
221927	-	BRAT1	
23288	-	IQCE	
56311	-	ANKRD7	
7434	-	VIPR2	
23554	-	TSPAN12	
6742	-	SSBP1	
3209	-	HOXA13	
79974	-	CPED1	
2128	-	EVX1	
11112	-	HIBADH	
8887	-	TAX1BP1	
54504	-	CPVL	
101928168; 1124	-	-	
2887	-	GRB10	
83451	-	ABHD11	
23242	-	COBL	
55033	-	FKBP14	
84725	-	PLEKHA8	
6804	-	STX1A	
10392	-	NOD1	
2617	-	GARS	
1395	-	CRHR2	
2051	-	EPHB6	
84182	-	FAM188B	
2692	-	GHRHR	
260294; 155400	-	-	
835	-	CASP2	
51142	-	CHCHD2	
6369	-	CCL24	
3315	-	HSPB1	
4885	-	NPTX2	
11333	-	PDAP1	
8896	-	BUD31	
26024; 100526740	-	-	
1577	-	CYP3A5	
7586	-	ZKSCAN1	
8662	-	EIF3B	
29886	-	SNX8	
4521	MetaCyc:HS02879-MONOMER	NUDT1	
5803	-	PTPRZ1	
6878	-	TAF6	
8976	-	WASL	
23553	MetaCyc:HS02883-MONOMER	HYAL4	
6677	MetaCyc:HS02884-MONOMER	SPAM1	
7965	-	AIMP2	
7036	-	TFR2	
29999	-	FSCN3	
64598	-	MOSPD3	
5078	-	PAX4	
5118	-	PCOLCE	
26261	-	FBXO24	
10842	-	PPP1R17	
55131	-	RBM28	
84132	-	USP42	
3614	MetaCyc:HS02896-MONOMER	IMPDH1	
3268	-	AGFG2	
23658	-	LSM5	
5054	-	SERPINE1	
1174	-	AP1S1	
346606	-	MOGAT3	
56913	MetaCyc:HS02901-MONOMER	C1GALT1	
8985	-	PLOD3	
6119	-	RPA3	
10467	-	ZNHIT1	
24146	-	CLDN15	
135935	-	NOBOX	
113263	-	GLCCI1	
93408	-	MYL10	
9678	-	PHF14	
4899	-	NRF1	
2146	-	EZH2	
95681	-	CEP41	
643641	-	ZNF862	
6424	-	SFRP4	
4232	-	MEST	
4223	-	MEOX2	
57037	-	ANKMY2	
653857	-	ACTR3C	
11281	-	POU6F2	
27075	-	TSPAN13	
5919	-	RARRES2	
10551	-	AGR2	
196	-	AHR	
54927	-	CHCHD3	
26157	-	GIMAP2	
28959	-	TMEM176B	
2737	-	GLI3	
5683	-	PSMA2	
64983	-	MRPL32	
55744	-	COA1	
644	MetaCyc:HS02928-MONOMER	BLVRA	
55665	-	URGCP	
55069	-	TMEM248	
64940	-	STAG3L4	
6009	-	RHEB	
51422	-	PRKAG2	
165	-	AEBP1	
5425	-	POLD2	
58498	-	MYL7	
